"qry_transcript_id","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code","male_log2FoldChange"
"TU39042","LOC111514388","G22580","elongation of very long chain fatty acids protein AAEL008004-like","refseq","XM_023170624.1","elongation of very long chain fatty acids protein AAEL008004-like","j",-1.11697712929591
"TU39045","LOC111514391","G22583","intraflagellar transport protein 88 homolog","refseq","XM_023170628.1","intraflagellar transport protein 88 homolog","k",-0.892269831412804
"TU3552","LOC111514683","G1935","uncharacterized LOC111514683","refseq","XR_002723416.1","uncharacterized LOC111514683, transcript variant X2","i",24.6546113984539
"TU41520","LOC111515418","G24219","uncharacterized LOC111515418","refseq","XM_023171643.1","uncharacterized LOC111515418, transcript variant X1","=",0.935948646450915
"TU44101","LOC111516511","G26074","uncharacterized LOC111516511","refseq","XM_023172666.1","uncharacterized LOC111516511","=",0.789171320516125
"TU2386","LOC111509068","G1285","lipase 1-like","refseq","XM_023164745.1","lipase 1-like","=",1.11183820935324
"TU25230","LOC111509040","G14205","titin","refseq","XM_023164711.1","titin","=",0.556638403626929
"TU9958","LOC111503118","G5590","slit homolog 1 protein-like","refseq","XM_023157339.1","slit homolog 1 protein-like, transcript variant X1","j",-25.0469833210146
"TU9959","LOC111503118","G5590","slit homolog 1 protein-like","refseq","XM_023157339.1","slit homolog 1 protein-like, transcript variant X1","j",10.4041804232591
"TU41528","LOC111515420","G24223","uncharacterized LOC111515420","refseq","XM_023171645.1","uncharacterized LOC111515420","j",0.729259104651713
"TU39361","LOC111514496","G22787","hemocyte protein-glutamine gamma-glutamyltransferase-like","refseq","XM_023170732.1","hemocyte protein-glutamine gamma-glutamyltransferase-like","n",-1.23899985057402
"TU11841","LOC111503814","G6606","ras-associated and pleckstrin homology domains-containing protein 1","refseq","XM_023158227.1","ras-associated and pleckstrin homology domains-containing protein 1, transcript variant X1","i",1.87894694771642
"TU38725","LOC111514261","G22397","vigilin","refseq","XM_023170497.1","vigilin, transcript variant X1","=",0.551556805697729
"TU41129",NA,"G23945","* hypothetical protein ILUMI_10396","novel","KAF2895779","hypothetical protein ILUMI_10396","u",1.05644995918549
"TU16232","LOC111505590","G9143","polyadenylate-binding protein-interacting protein 1","refseq","XM_023160422.1","polyadenylate-binding protein-interacting protein 1","j",-19.8865811728487
"TU28970","LOC111510482","G16385","uncharacterized LOC111510482","refseq","XR_002722788.1","uncharacterized LOC111510482, transcript variant X1","j",19.0803818052081
"TU28979","LOC111510483","G16390","ionotropic receptor 25a","refseq","XM_023166407.1","ionotropic receptor 25a","j",-1.57096339294294
"TU29591","LOC111510742","G16758","alpha-tocopherol transfer protein-like","refseq","XM_023166680.1","alpha-tocopherol transfer protein-like","k",15.4142402397178
"TU29598",NA,"G16760","* alpha-tocopherol transfer protein-like","novel","XP_023025312","alpha-tocopherol transfer protein-like","u",0.908843035619449
"TU19129",NA,"G10737","* ---NA---","novel",NA,"---NA---","u",-20.1650969555294
"TU18507","LOC111506440","G10393","transferrin","refseq","XM_023161502.1","transferrin","j",22.0615637016081
"TU200","LOC111507419","G107","PRA1 family protein 3","refseq","XM_023162748.1","PRA1 family protein 3","=",0.481765362427314
"TU45276","LOC111517052","G26977","mediator of RNA polymerase II transcription subunit 16-like","refseq","XM_023173107.1","mediator of RNA polymerase II transcription subunit 16-like","=",0.665363043229417
"TU11307","LOC111503606","G6304","ras-interacting protein RIP3-like","refseq","XM_023157956.1","ras-interacting protein RIP3-like, transcript variant X1","=",1.16471350543131
"TU36932",NA,"G21243","* uncharacterized protein LOC114341513","novel","XP_028148115","uncharacterized protein LOC114341513","r",-1.94026862667782
"TU36935",NA,"G21244","* uncharacterized protein LOC114341513","novel","XP_028148115","uncharacterized protein LOC114341513","r",-1.07129228852207
"TU36380","LOC111513364","G20898","fibronectin type-III domain-containing protein 3A","refseq","XM_023169564.1","fibronectin type-III domain-containing protein 3A","j",-19.6842674885576
"TU6017","LOC111518026","G3320","uncharacterized LOC111518026","refseq","XM_023174346.1","uncharacterized LOC111518026","=",0.692290539689896
"TU31819",NA,"G18101","* rho guanine nucleotide exchange factor 12 ","novel","KAG5882226","rho guanine nucleotide exchange factor 12 isoform X1","u",0.736122055440042
"TU3140","LOC111512583","G1695","multidrug resistance-associated protein 4-like","refseq","XM_023168731.1","multidrug resistance-associated protein 4-like, transcript variant X2","o",19.0354684234753
"TU12801","LOC111504231","G7184","general transcription factor 3C polypeptide 3","refseq","XM_023158741.1","general transcription factor 3C polypeptide 3, transcript variant X1","=",-0.573781551597813
"TU3144","LOC111512583","G1695","multidrug resistance-associated protein 4-like","refseq","XM_023168731.1","multidrug resistance-associated protein 4-like, transcript variant X2","o",-1.26931320202824
"TU34799","LOC111512756","G19923","cathepsin L-like proteinase","refseq","XM_023168905.1","cathepsin L-like proteinase","j",-3.28174098897679
"TU5846",NA,"G3234","* transmembrane protein 132B","novel","RZC40875","transmembrane protein 132B","u",0.987292111741327
"TU30141","LOC111510942","G17079","probable protein arginine N-methyltransferase 6.1","refseq","XM_023166919.1","probable protein arginine N-methyltransferase 6.1","e",-3.10051036037689
"TU19347","LOC111506748","G10844","prominin-like protein","refseq","XM_023161946.1","prominin-like protein, transcript variant X1","=",0.60962032340342
"TU3850","LOC111516060","G2111","facilitated trehalose transporter Tret1-like","refseq","XM_023172248.1","facilitated trehalose transporter Tret1-like, transcript variant X1","=",1.75619939480504
"TU9281","LOC111502844","G5194","flotillin-2","refseq","XM_023157009.1","flotillin-2","j",1.77632863793221
"TU9284","LOC111502842","G5195","glucose dehydrogenase [FAD","refseq","XM_023157007.1","glucose dehydrogenase [FAD, quinone]-like","=",-1.74871946439271
"TU26476","LOC111509536","G14945","C-type lectin 37Db-like","refseq","XM_023165301.1","C-type lectin 37Db-like","=",10.7205837278671
"TU9753","LOC111503014","G5454","uncharacterized LOC111503014","refseq","XM_023157210.1","uncharacterized LOC111503014","=",-2.34895073929703
"TU22691","LOC111508058","G12768","GATA-binding factor A-like","refseq","XM_023163473.1","GATA-binding factor A-like","=",1.05074514214227
"TU27706","LOC111510002","G15648","serine protease inhibitor 3/4-like","refseq","XM_023165862.1","serine protease inhibitor 3/4-like","=",0.604708087672666
"TU27707","LOC111510002","G15648","serine protease inhibitor 3/4-like","refseq","XM_023165862.1","serine protease inhibitor 3/4-like","j",0.615647541557602
"TU24304","LOC111508693","G13691","transcription initiation protein SPT3 homolog","refseq","XM_023164278.1","transcription initiation protein SPT3 homolog","o",0.592549676612235
"TU32684","LOC111511977","G18656","ras-like protein 3","refseq","XM_023168058.1","ras-like protein 3","j",22.7935013699935
"TU32680","LOC111511976","G18655","uncharacterized LOC111511976","refseq","XM_023168056.1","uncharacterized LOC111511976","=",0.804825227367126
"TU44778",NA,"G26587","* signal recognition particle subunit SRP72","novel","KAG5900246","signal recognition particle subunit SRP72","u",0.485559444487006
"TU4697","LOC111517494","G2607","endocuticle structural glycoprotein ABD-5-like","refseq","XM_023173667.1","endocuticle structural glycoprotein ABD-5-like, transcript variant X1","=",-4.23415888056492
"TU26863","LOC111509677","G15156","biogenesis of lysosome-related organelles complex 1 subunit 5-like","refseq","XM_023165460.1","biogenesis of lysosome-related organelles complex 1 subunit 5-like, transcript variant X3","=",0.502280652457473
"TU15247",NA,"G8598","* putative RNA-directed DNA polymerase","novel","XP_023030441","putative RNA-directed DNA polymerase","r",-1.49182450817769
"TU23615","LOC111508453","G13310","MAP7 domain-containing protein 1-like","refseq","XM_023163956.1","MAP7 domain-containing protein 1-like","j",0.557222321743818
"TU26131","LOC111509396","G14752","uncharacterized LOC111509396","refseq","XM_023165143.1","uncharacterized LOC111509396","c",0.874066122150732
"TU39952","LOC111514779","G23172","glucose dehydrogenase [FAD","refseq","XM_023171024.1","glucose dehydrogenase [FAD, quinone]-like","c",3.13681193599153
"TU31206","LOC111511377","G17721","uncharacterized LOC111511377","refseq","XM_023167391.1","uncharacterized LOC111511377","i",0.830823383105372
"TU39959",NA,"G23177","* obg-like ATPase 1","novel","XP_028133600","obg-like ATPase 1","u",0.479390408403168
"TU10366","LOC111503282","G5809","transcription factor GATA-4-like","refseq","XM_023157551.1","transcription factor GATA-4-like, transcript variant X1","j",-2.6235299271955
"TU29005","LOC111510492","G16404","uncharacterized LOC111510492","refseq","XM_023166417.1","uncharacterized LOC111510492","=",2.56878327572722
"TU29009",NA,"G16407","* phospholipid phosphatase 1-like ","novel","XP_023024143","phospholipid phosphatase 1-like isoform X2","r",1.7857476470513
"TU17350","LOC111506026","G9786","dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex","refseq","XM_023160952.1","dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial","m",-0.98805923921668
"TU41714",NA,"G24355","* uncharacterized protein LOC111510150","novel","XP_023021795","uncharacterized protein LOC111510150","u",-18.3983370669862
"TU12272","LOC111504009","G6856","E3 ubiquitin-protein ligase SH3RF1","refseq","XM_023158473.1","E3 ubiquitin-protein ligase SH3RF1, transcript variant X2","=",1.20487497340256
"TU12274","LOC111504009","G6856","E3 ubiquitin-protein ligase SH3RF1","refseq","XM_023158472.1","E3 ubiquitin-protein ligase SH3RF1, transcript variant X1","=",0.707491606444256
"TU17973","LOC111506233","G10099","uncharacterized LOC111506233","refseq","XR_002722236.1","uncharacterized LOC111506233","n",16.8139948707784
"TU15725",NA,"G8865","* fatty-acid amide hydrolase 2-A ","novel","KAG5898521","fatty-acid amide hydrolase 2-A isoform X1","u",0.880796689234384
"TU42432","LOC111515794","G24846","15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like","refseq","XM_023171995.1","15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like","=",-2.59785453807083
"TU33704","LOC111512346","G19275","muscleblind-like protein 1","refseq","XM_023168454.1","muscleblind-like protein 1","j",21.8543498216446
"TU37949","LOC111513943","G21889","STE20-related kinase adapter protein alpha","refseq","XM_023170168.1","STE20-related kinase adapter protein alpha","=",0.545951212760028
"TU43389","LOC111516207","G25526","kalirin-like","refseq","XM_023172383.1","kalirin-like","x",19.0734933044436
"TU43381","LOC111516205","G25522","transcription initiation factor TFIID subunit 7-like","refseq","XM_023172381.1","transcription initiation factor TFIID subunit 7-like, transcript variant X1","m",0.629298909090703
"TU14098","LOC111504756","G7938","integral membrane protein GPR155","refseq","XM_023159447.1","integral membrane protein GPR155","=",24.1900280709769
"TU14546","LOC111504925","G8185","uncharacterized LOC111504925","refseq","XM_023159644.1","uncharacterized LOC111504925","j",-22.6728540416176
"TU2137","LOC111507812","G1157","uncharacterized LOC111507812","refseq","XR_002722446.1","uncharacterized LOC111507812","=",-2.3135290912367
"TU35091","LOC111512857","G20097","rab proteins geranylgeranyltransferase component A 1","refseq","XM_023169027.1","rab proteins geranylgeranyltransferase component A 1","=",0.55704517973835
"TU18828",NA,"G10569","* hypothetical protein JTB14_000502","novel","KAG5895888","hypothetical protein JTB14_000502","r",-20.4494344604242
"TU17010","LOC111505897","G9609","putative fatty acyl-CoA reductase CG8306","refseq","XM_023160790.1","putative fatty acyl-CoA reductase CG8306","=",0.950016645016152
"TU19443","LOC111506791","G10899","protein arginine methyltransferase NDUFAF7","refseq","XM_023161995.1","protein arginine methyltransferase NDUFAF7, mitochondrial","j",8.62963850062758
"TU33678",NA,"G19263","* uncharacterized protein LOC108913557","novel","XP_023312203","uncharacterized protein LOC108913557","u",8.6144633590814
"TU30809","LOC111511222","G17484","mitogen-activated protein kinase kinase kinase 7-like","refseq","XM_023167240.1","mitogen-activated protein kinase kinase kinase 7-like","=",1.0488012206914
"TU22851","LOC111508117","G12856","uncharacterized LOC111508117","refseq","XM_023163544.1","uncharacterized LOC111508117","j",1.22318823571059
"TU37000","LOC111513591","G21285","P17/29C-like protein DDB_G0287399","refseq","XM_023169813.1","P17/29C-like protein DDB_G0287399","j",1.66315059123591
"TU1240","LOC111503779","G634","glycogen phosphorylase","refseq","XM_023158183.1","glycogen phosphorylase","=",0.734738187638036
"TU1241","LOC111503769","G635","coiled-coil domain-containing protein 85C","refseq","XM_023158170.1","coiled-coil domain-containing protein 85C","=",0.645951707381351
"TU39028","LOC111514381","G22569","uncharacterized LOC111514381","refseq","XM_023170618.1","uncharacterized LOC111514381","=",-5.75248403740896
"TU36759","LOC111513504","G21131","hsp90 co-chaperone Cdc37","refseq","XM_023169720.1","hsp90 co-chaperone Cdc37","k",21.9232308065844
"TU38570","LOC111514202","G22293","uncharacterized LOC111514202","refseq","XM_023170441.1","uncharacterized LOC111514202","j",-1.88248059533618
"TU29499","LOC111510695","G16696","zinc finger protein OZF-like","refseq","XM_023166629.1","zinc finger protein OZF-like, transcript variant X1","=",0.807855579635696
"TU29490","LOC111510693","G16688","26S proteasome non-ATPase regulatory subunit 1-like","refseq","XM_023166627.1","26S proteasome non-ATPase regulatory subunit 1-like","j",1.44256392970293
"TU29496","LOC111510699","G16694","BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3","refseq","XM_023166635.1","BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3, transcript variant X2","=",0.761347366203225
"TU29494","LOC111510696","G16692","uncharacterized LOC111510696","refseq","XM_023166632.1","uncharacterized LOC111510696","x",-1.12031424100058
"TU44106","LOC111516513","G26078","uncharacterized LOC111516513","refseq","XR_002723684.1","uncharacterized LOC111516513, transcript variant X1","j",-1.2064044841578
"TU12075","LOC111503921","G6754","uncharacterized protein C18orf19 homolog B","refseq","XM_023158357.1","uncharacterized protein C18orf19 homolog B","=",-0.441046498800673
"TU12071","LOC111503919","G6752","zinc finger protein 366-like","refseq","XM_023158355.1","zinc finger protein 366-like, transcript variant X2","j",2.92127017790158
"TU12079","LOC111503924","G6757","transmembrane protein 98-like","refseq","XM_023158361.1","transmembrane protein 98-like, transcript variant X2","=",0.726939388205571
"TU21798","LOC111507724","G12239","calcium/calmodulin-dependent protein kinase type II alpha chain","refseq","XM_023163069.1","calcium/calmodulin-dependent protein kinase type II alpha chain","j",-23.7832752422114
"TU22449","LOC111507966","G12628","DE-cadherin","refseq","XM_023163363.1","DE-cadherin","j",21.6118419068387
"TU22444","LOC111507964","G12625","endophilin-A","refseq","XM_023163361.1","endophilin-A","c",0.743553101164602
"TU22442","LOC111507964","G12624","endophilin-A","refseq","XM_023163361.1","endophilin-A","j",0.98716140046456
"TU8224","LOC111502411","G4569","atypical kinase COQ8B","refseq","XM_023156486.1","atypical kinase COQ8B, mitochondrial","j",19.7300466378102
"TU987","LOC111502693","G510","uncharacterized LOC111502693","refseq","XM_023156838.1","uncharacterized LOC111502693","j",21.3537692831568
"TU10440",NA,"G5855","* ---NA---","novel",NA,"---NA---","u",22.664732544202
"TU36702",NA,"G21088","* hypothetical protein TcasGA2_TC033506","novel","KYB26855","hypothetical protein TcasGA2_TC033506","u",-1.46449813240481
"TU27963","LOC111510078","G15796","heat shock 70 kDa protein-like","refseq","XM_023165938.1","heat shock 70 kDa protein-like","j",21.8863314812273
"TU23429",NA,"G13195","* Retrovirus-related Pol polyprotein from transposon 412-like Protein","novel","KAG5895038","Retrovirus-related Pol polyprotein from transposon 412-like Protein","u",-1.22165441185418
"TU14701","LOC111504982","G8272","eukaryotic translation initiation factor 4 gamma 3-like","refseq","XM_023159715.1","eukaryotic translation initiation factor 4 gamma 3-like, transcript variant X4","j",-0.568058397586542
"TU16701","LOC111505768","G9419","sentrin-specific protease-like","refseq","XM_023160633.1","sentrin-specific protease-like, transcript variant X1","=",0.509817640123252
"TU16702","LOC111505768","G9420","sentrin-specific protease-like","refseq","XM_023160635.1","sentrin-specific protease-like, transcript variant X3","x",2.55451138712168
"TU34128",NA,"G19508","* uncharacterized protein LOC111417429","novel","XP_022905467","uncharacterized protein LOC111417429","u",1.75068707301597
"TU13064",NA,"G7346","* farnesol dehydrogenase","novel","XP_018576828","farnesol dehydrogenase","u",-1.40093072446644
"TU34694",NA,"G19858","* ---NA---","novel",NA,"---NA---","r",2.22748551566845
"TU43612","LOC111516293","G25695","60 kDa heat shock protein","refseq","XM_023172462.1","60 kDa heat shock protein, mitochondrial-like","j",6.41973951521159
"TU4214","LOC111517231","G2328","dynein heavy chain 2","refseq","XM_023173310.1","dynein heavy chain 2, axonemal","j",-1.88906336034263
"TU7542","LOC111502129","G4191","eukaryotic translation initiation factor 2-alpha kinase","refseq","XM_023156119.1","eukaryotic translation initiation factor 2-alpha kinase","=",0.48396066242607
"TU44844","LOC111516839","G26638","5S ribosomal RNA","refseq","XR_002723743.1","5S ribosomal RNA","y",-19.3905767617157
"TU2683","LOC111510218","G1425","trafficking protein particle complex subunit 11","refseq","XM_023166120.1","trafficking protein particle complex subunit 11","=",-0.439639022466786
"TU2684",NA,"G1426","* general transcription factor II-I repeat domain-containing protein 2-like","novel","XP_030750265","general transcription factor II-I repeat domain-containing protein 2-like","r",-1.291251186263
"TU37576","LOC111513816","G21656","uncharacterized LOC111513816","refseq","XM_023170033.1","uncharacterized LOC111513816","o",6.36107301612959
"TU37575","LOC111513816","G21655","uncharacterized LOC111513816","refseq","XM_023170033.1","uncharacterized LOC111513816","j",5.77073399654695
"TU26438",NA,"G14922","* zinc finger protein 287-like","novel","XP_023013345","zinc finger protein 287-like","u",16.9533780685652
"TU32438","LOC111511864","G18495","protein O-GlcNAcase","refseq","XM_023167882.1","protein O-GlcNAcase","c",0.585239371865704
"TU45613","LOC111517158","G27194","uncharacterized LOC111517158","refseq","XM_023173225.1","uncharacterized LOC111517158","=",0.785617834377358
"TU36220",NA,"G20801","* GMP synthase [glutamine-hydrolyzing]","novel","XP_023027618","GMP synthase [glutamine-hydrolyzing]","u",0.596284246274011
"TU1650","LOC111505550","G868","uncharacterized LOC111505550","refseq","XM_023160384.1","uncharacterized LOC111505550, transcript variant X2","i",-1.03786132335717
"TU1659","LOC111505605","G873","potassium voltage-gated channel subfamily KQT member 1","refseq","XM_023160448.1","potassium voltage-gated channel subfamily KQT member 1","i",-1.09449079793806
"TU2303","LOC111508416","G1245","longitudinals lacking protein","refseq","XM_023163925.1","longitudinals lacking protein, isoforms H/M/V, transcript variant X4","=",1.03512928188416
"TU43229","LOC111516135","G25404","uncharacterized LOC111516135","refseq","XM_023172315.1","uncharacterized LOC111516135","k",-4.11438466626032
"TU26433","LOC111509514","G14919","zinc finger protein 287-like","refseq","XM_023165280.1","zinc finger protein 287-like","=",0.685117986096109
"TU30468","LOC111511099","G17284","motile sperm domain-containing protein 1-like","refseq","XM_023167101.1","motile sperm domain-containing protein 1-like","j",-20.0774330760383
"TU23227","LOC111508290","G13075","pre-mRNA 3' end processing protein WDR33","refseq","XM_023163737.1","pre-mRNA 3' end processing protein WDR33","e",-1.16520263186178
"TU23228","LOC111508296","G13076","uncharacterized LOC111508296","refseq","XM_023163744.1","uncharacterized LOC111508296","c",5.69430129335427
"TU32374","LOC111511839","G18456","protein phosphatase 1 regulatory subunit 3B","refseq","XM_023167860.1","protein phosphatase 1 regulatory subunit 3B","k",1.01043492495821
"TU32372","LOC111511838","G18454","acyl-CoA synthetase family member 2","refseq","XM_023167859.1","acyl-CoA synthetase family member 2, mitochondrial-like","j",-1.07406980038313
"TU32370","LOC111511837","G18453","acyl-CoA synthetase family member 2","refseq","XM_023167857.1","acyl-CoA synthetase family member 2, mitochondrial-like","=",0.993732140426764
"TU12601","LOC111504142","G7052","rRNA-processing protein UTP23 homolog","refseq","XM_023158637.1","rRNA-processing protein UTP23 homolog","j",22.88988549804
"TU45227",NA,"G26938","* alpha-tocopherol transfer protein-like","novel","XP_023024466","alpha-tocopherol transfer protein-like","u",-7.72714583567242
"TU29514",NA,"G16707","* PREDICTED: uncharacterized protein LOC106693995, partial","novel","XP_014299287","PREDICTED: uncharacterized protein LOC106693995, partial","u",-1.50420793127064
"TU45226",NA,"G26937","* integral membrane protein 2B","novel","KAG5898942","integral membrane protein 2B","u",0.487775329779794
"TU22633","LOC111508036","G12731","apoptosis-inducing factor 1","refseq","XM_023163455.1","apoptosis-inducing factor 1, mitochondrial","j",1.60747622921405
"TU19186","LOC111506670","G10762","interference hedgehog-like","refseq","XM_023161807.1","interference hedgehog-like, transcript variant X2","j",7.00399011704664
"TU19184","LOC111506670","G10762","interference hedgehog-like","refseq","XM_023161809.1","interference hedgehog-like, transcript variant X4","=",1.08865550298219
"TU10296","LOC111503244","G5761","uncharacterized LOC111503244","refseq","XM_023157506.1","uncharacterized LOC111503244","n",-1.79278939514509
"TU7327","LOC111502043","G4076","exostosin-1","refseq","XM_023156005.1","exostosin-1","e",1.04953038160341
"TU7329","LOC111502038","G4077","synapse-associated protein of 47 kDa","refseq","XM_023156000.1","synapse-associated protein of 47 kDa","j",0.470598756341166
"TU34718","LOC111512721","G19871","inter-alpha-trypsin inhibitor heavy chain H4-like","refseq","XM_023168872.1","inter-alpha-trypsin inhibitor heavy chain H4-like","=",-12.2846464158417
"TU34710","LOC111512720","G19869","growth/differentiation factor 8-like","refseq","XM_023168871.1","growth/differentiation factor 8-like","=",-9.7723179632382
"TU42049","LOC111515645","G24591","E3 ubiquitin-protein ligase KCMF1-like","refseq","XM_023171862.1","E3 ubiquitin-protein ligase KCMF1-like","j",0.513343118568166
"TU6532","LOC111518250","G3614","neuroligin-3-like","refseq","XM_023174646.1","neuroligin-3-like","c",1.64304274127059
"TU2525","LOC111509420","G1353","uncharacterized LOC111509420","refseq","XR_002722635.1","uncharacterized LOC111509420","k",0.817782595711964
"TU44449","LOC111516659","G26338","suppression of tumorigenicity 5 protein-like","refseq","XM_023172802.1","suppression of tumorigenicity 5 protein-like","=",0.895028889386023
"TU8295","LOC111502432","G4611","nascent polypeptide-associated complex subunit alpha","refseq","XM_023156510.1","nascent polypeptide-associated complex subunit alpha, muscle-specific form","j",0.576758897298374
"TU31551","LOC111511503","G17934","uncharacterized LOC111511503","refseq","XM_023167517.1","uncharacterized LOC111511503","i",-1.65929808439841
"TU3697","LOC111515127","G2019","major heat shock 70 kDa protein Ab-like","refseq","XM_023171364.1","major heat shock 70 kDa protein Ab-like","o",-0.943720067946337
"TU38459","LOC111514161","G22219","protein disulfide-isomerase-like","refseq","XM_023170397.1","protein disulfide-isomerase-like","c",0.803437429596772
"TU3347","LOC111513668","G1811","uncharacterized LOC111513668","refseq","XR_002723248.1","uncharacterized LOC111513668","=",-1.12314827886841
"TU30600","LOC111511143","G17359","uncharacterized LOC111511143","refseq","XM_023167156.1","uncharacterized LOC111511143","j",-1.36759193033611
"TU35126","LOC111512869","G20116","liprin-beta-1","refseq","XM_023169033.1","liprin-beta-1","j",0.878524359119165
"TU34833",NA,"G19944","* ---NA---","novel",NA,"---NA---","u",18.3094874874445
"TU25371","LOC111509092","G14280","myrosinase 1-like","refseq","XM_023164780.1","myrosinase 1-like, transcript variant X1","=",-23.3614794406726
"TU22344","LOC111507927","G12565","uncharacterized LOC111507927","refseq","XM_023163311.1","uncharacterized LOC111507927, transcript variant X1","i",-1.23193474309325
"TU28061","LOC111510112","G15842","uncharacterized LOC111510112","refseq","XR_002722730.1","uncharacterized LOC111510112","j",-22.6177895176955
"TU22962","LOC111508174","G12919","uncharacterized LOC111508174","refseq","XR_002722494.1","uncharacterized LOC111508174, transcript variant X2","j",7.40913585140068
"TU5745","LOC111517921","G3169","pancreatic triacylglycerol lipase-like","refseq","XM_023174221.1","pancreatic triacylglycerol lipase-like","j",20.8393886370292
"TU10906",NA,"G6101","* uncharacterized protein LOC113463933","novel","XP_026666969","uncharacterized protein LOC113463933","u",-3.47784976904194
"TU10902","LOC111503473","G6098","ribosomal RNA processing protein 1 homolog","refseq","XM_023157770.1","ribosomal RNA processing protein 1 homolog","j",-0.898842187116695
"TU34420",NA,"G19685","* hypothetical protein B7P43_G14177","novel","PNF42699","hypothetical protein B7P43_G14177","r",-0.668816879594285
"TU25702","LOC111509216","G14472","FERM and PDZ domain-containing protein 4","refseq","XM_023164916.1","FERM and PDZ domain-containing protein 4","j",-1.1447590957543
"TU25706","LOC111509214","G14474","venom protease-like","refseq","XM_023164913.1","venom protease-like","=",2.12878936319235
"TU44787","LOC111516817","G26595","uncharacterized LOC111516817","refseq","XR_002723738.1","uncharacterized LOC111516817","=",-7.8801008391869
"TU29701","LOC111510789","G16823","serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform","refseq","XM_023166733.1","serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform","=",0.675620099095804
"TU14013","LOC111504722","G7893","myb protein","refseq","XM_023159400.1","myb protein","=",0.752575988141409
"TU14011","LOC111504722","G7893","myb protein","refseq","XM_023159400.1","myb protein","c",0.762788240727073
"TU16327",NA,"G9189","* hypothetical protein JTB14_003255","novel","KAG5898861","hypothetical protein JTB14_003255","u",-1.22057013323037
"TU30885","LOC111511253","G17534","diuretic hormone receptor","refseq","XM_023167263.1","diuretic hormone receptor, transcript variant X4","j",23.4353690056938
"TU2775","LOC111510692","G1481","lysine-specific demethylase 8-like","refseq","XM_023166630.1","lysine-specific demethylase 8-like","j",0.69161592525311
"TU44639",NA,"G26482","* sorting nexin-27 ","novel","VEN55834","sorting nexin-27 isoform X2","r",1.29501066341775
"TU31455","LOC111511462","G17872","ankyrin repeat domain-containing protein 27-like","refseq","XM_023167475.1","ankyrin repeat domain-containing protein 27-like","=",0.76882165872126
"TU31453","LOC111511463","G17870","E3 ubiquitin-protein ligase RING2-like","refseq","XM_023167476.1","E3 ubiquitin-protein ligase RING2-like","=",0.743422525342553
"TU20042","LOC111507060","G11253","putative inorganic phosphate cotransporter","refseq","XM_023162301.1","putative inorganic phosphate cotransporter","i",-1.85900086286362
"TU20041","LOC111507060","G11252","putative inorganic phosphate cotransporter","refseq","XM_023162301.1","putative inorganic phosphate cotransporter","=",-1.17714657396929
"TU30418","LOC111511072","G17251","uncharacterized LOC111511072","refseq","XR_002722859.1","uncharacterized LOC111511072","=",1.16055263322105
"TU30415","LOC111511070","G17249","probable JmjC domain-containing histone demethylation protein 2C","refseq","XM_023167073.1","probable JmjC domain-containing histone demethylation protein 2C","j",0.572758743909926
"TU21272","LOC111507510","G11947","uncharacterized LOC111507510","refseq","XM_023162821.1","uncharacterized LOC111507510, transcript variant X1","j",9.40628066488767
"TU4451",NA,"G2452","* hypothetical protein JTB14_021270","novel","KAG5888645","hypothetical protein JTB14_021270","u",-5.25286563668746
"TU1945",NA,"G1035","* ---NA---","novel",NA,"---NA---","u",2.86249952815542
"TU1947","LOC111506828","G1037","venom protease-like","refseq","XM_023162043.1","venom protease-like","c",0.964918510216183
"TU1943","LOC111506905","G1033","venom protease-like","refseq","XM_023162128.1","venom protease-like, transcript variant X1","j",4.17652547790142
"TU24746","LOC111508878","G13925","L-asparaginase-like","refseq","XM_023164503.1","L-asparaginase-like","i",-0.980056328817801
"TU21713","LOC111507684","G12182","major facilitator superfamily domain-containing protein 6","refseq","XM_023163033.1","major facilitator superfamily domain-containing protein 6","x",1.21681928629778
"TU63","LOC111517402","G39","protein lethal(2)essential for life-like","refseq","XM_023173589.1","protein lethal(2)essential for life-like","=",6.20931963485657
"TU65","LOC111517402","G39","protein lethal(2)essential for life-like","refseq","XM_023173589.1","protein lethal(2)essential for life-like","o",27.5137115495891
"TU12982","LOC111504325","G7296","glucose dehydrogenase [FAD","refseq","XM_023158849.1","glucose dehydrogenase [FAD, quinone]-like, transcript variant X2","=",-25.3038191074667
"TU12983","LOC111504324","G7297","calsyntenin-1","refseq","XM_023158847.1","calsyntenin-1","x",-2.47055968055173
"TU12980","LOC111504325","G7296","glucose dehydrogenase [FAD","refseq","XM_023158848.1","glucose dehydrogenase [FAD, quinone]-like, transcript variant X1","=",-2.25710388708383
