"qry_transcript_id","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code","male_log2FoldChange","female_log2FoldChange"
"TU37295","LOC111513704","G21473","membrane-bound transcription factor site-1 protease-like","refseq","XM_023169929.1","membrane-bound transcription factor site-1 protease-like","j",0.417621447669594,0.307609672339421
"TU38608","LOC111514216","G22318","26S proteasome non-ATPase regulatory subunit 6-like","refseq","XM_023170454.1","26S proteasome non-ATPase regulatory subunit 6-like","j",-23.75650327304,-19.4374196978467
"TU36086","LOC111513249","G20727","mitochondrial enolase superfamily member 1-like","refseq","XM_023169422.1","mitochondrial enolase superfamily member 1-like","=",-2.54127349688557,-2.90792511893518
"TU13468","LOC111504526","G7586","thymosin beta","refseq","XM_023159099.1","thymosin beta, transcript variant X4","=",1.287103239234,1.69420531966574
"TU39232","LOC111514461","G22710","prosaposin-like","refseq","XM_023170701.1","prosaposin-like","=",0.606465811359448,0.888935311081658
"TU39230","LOC111514466","G22708","nucleoside diphosphate kinase homolog 5-like","refseq","XM_023170705.1","nucleoside diphosphate kinase homolog 5-like","j",-1.24451205936333,-2.675264993413
"TU13466","LOC111504526","G7586","thymosin beta","refseq","XM_023159099.1","thymosin beta, transcript variant X4","j",1.506618113999,2.24314658215705
"TU13467","LOC111504526","G7586","thymosin beta","refseq","XM_023159095.1","thymosin beta, transcript variant X1","=",1.2335497433599,1.26752245253444
"TU19073","LOC111506633","G10713","facilitated trehalose transporter Tret1-like","refseq","XM_023161756.1","facilitated trehalose transporter Tret1-like, transcript variant X1","j",-5.97561984861317,-2.85203084927074
"TU19071","LOC111506633","G10712","facilitated trehalose transporter Tret1-like","refseq","XM_023161757.1","facilitated trehalose transporter Tret1-like, transcript variant X2","y",-4.4115118207073,-2.4732535224802
"TU21690","LOC111507675","G12168","ATP-citrate synthase-like","refseq","XM_023163022.1","ATP-citrate synthase-like","n",-1.32654957050985,-2.02345847909626
"TU15175","LOC111505185","G8555","glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like","refseq","XM_023159955.1","glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like","j",19.5245948857048,23.5131881216954
"TU23692","LOC111508472","G13341","apolipoprotein D-like","refseq","XM_023163978.1","apolipoprotein D-like, transcript variant X2","j",21.8145798457218,11.4302916324553
"TU14620","LOC111504949","G8230","uncharacterized protein KIAA1109","refseq","XM_023159675.1","uncharacterized protein KIAA1109","j",-1.3463025866454,-2.50942425727907
"TU16660","LOC111505746","G9393","uncharacterized LOC111505746","refseq","XM_023160606.1","uncharacterized LOC111505746, transcript variant X1","=",1.04549108996479,1.86803295177586
"TU34000","LOC111512459","G19443","alpha-2-macroglobulin receptor-associated protein","refseq","XM_023168580.1","alpha-2-macroglobulin receptor-associated protein","j",0.483291621748802,0.399133953806687
"TU34005","LOC111512456","G19447","saccharopine dehydrogenase-like oxidoreductase","refseq","XM_023168577.1","saccharopine dehydrogenase-like oxidoreductase","j",1.39219630522631,2.05067820056981
"TU6408","LOC111518197","G3548","uncharacterized LOC111518197","refseq","XM_023174555.1","uncharacterized LOC111518197","=",1.27590779980156,2.77203400081213
"TU16086","LOC111505538","G9065","sarcoplasmic calcium-binding protein","refseq","XM_023160366.1","sarcoplasmic calcium-binding protein","c",-0.850959910773338,-0.948485791515156
"TU16080","LOC111505536","G9061","venom acid phosphatase Acph-1-like","refseq","XM_023160364.1","venom acid phosphatase Acph-1-like","=",-4.28906347402776,-3.67346814395359
"TU25130","LOC111509005","G14139","cathepsin L1-like","refseq","XM_023164675.1","cathepsin L1-like","=",-7.44780285900242,-14.757320070077
"TU43155",NA,"G25362","* splicing factor 3B subunit 2-like ","novel","KAG5888731","splicing factor 3B subunit 2-like isoform X1","u",-1.61607918692122,-1.00631832836891
"TU5198",NA,"G2885","* mariner transposase","novel","APL98293","mariner transposase","u",-0.869445204560326,-1.07051411792913
"TU27803","LOC111510029","G15712","uncharacterized LOC111510029","refseq","XR_002722715.1","uncharacterized LOC111510029","=",-3.368363083404,-2.83128778697829
"TU38524","LOC111514182","G22258","anosmin-1-like","refseq","XM_023170420.1","anosmin-1-like","j",16.9564753868093,26.8006950815172
"TU35018","LOC111512834","G20053","laminin subunit alpha-like","refseq","XM_023169002.1","laminin subunit alpha-like","c",-1.1710219452686,-0.938811105779857
"TU1999","LOC111507180","G1072","uncharacterized LOC111507180","refseq","XM_023162462.1","uncharacterized LOC111507180","=",-1.5796576328079,-1.38369118857808
"TU24956","LOC111508939","G14045","uncharacterized LOC111508939","refseq","XM_023164588.1","uncharacterized LOC111508939","=",2.69748773497515,2.70282239924924
"TU24953",NA,"G14043","* ---NA---","novel",NA,"---NA---","u",5.07095216118118,1.59013387501323
"TU26084","LOC111509373","G14725","ADP-ribosylation factor 2-like","refseq","XM_023165099.1","ADP-ribosylation factor 2-like","=",-0.602570872121928,-0.559952260332216
"TU26623","LOC111509593","G15021","mitochondrial 2-oxodicarboxylate carrier","refseq","XM_023165366.1","mitochondrial 2-oxodicarboxylate carrier","j",-16.9033768477294,-24.7936788520997
"TU4851","LOC111517551","G2688","endoglucanase-like","refseq","XM_023173745.1","endoglucanase-like, transcript variant X1","=",-2.40093047642583,-2.62649884540816
"TU23812","LOC111508515","G13409","uncharacterized LOC111508515","refseq","XM_023164044.1","uncharacterized LOC111508515, transcript variant X2","=",-1.12553460522453,-3.31100524435189
"TU13343","LOC111504468","G7506","uncharacterized LOC111504468","refseq","XR_002722008.1","uncharacterized LOC111504468","j",0.80281724806521,0.727498436526765
"TU4547","LOC111517414","G2513","ATP-dependent RNA helicase DDX42","refseq","XM_023173568.1","ATP-dependent RNA helicase DDX42","=",0.439674212421508,0.456821402869165
"TU15774","LOC111505415","G8895","organic cation transporter protein","refseq","XM_023160215.1","organic cation transporter protein","=",-0.767868897697142,-1.21625445833491
"TU4189","LOC111517275","G2314","interferon-related developmental regulator 2","refseq","XM_023173361.1","interferon-related developmental regulator 2","=",-1.02478766642927,-0.994873071550177
"TU6197","LOC111518105","G3417","facilitated trehalose transporter Tret1-like","refseq","XM_023174448.1","facilitated trehalose transporter Tret1-like","=",-4.92514067445837,-4.31043877773815
"TU6198","LOC111518106","G3418","facilitated trehalose transporter Tret1-like","refseq","XM_023174449.1","facilitated trehalose transporter Tret1-like","k",-8.03601260795697,-6.52229482225052
"TU18203","LOC111506322","G10231","peptidylglycine alpha-hydroxylating monooxygenase","refseq","XM_023161357.1","peptidylglycine alpha-hydroxylating monooxygenase","=",0.61518734147611,0.558227107065516
"TU6444","LOC111518214","G3567","cysteine dioxygenase type 1","refseq","XM_023174595.1","cysteine dioxygenase type 1","=",-2.29500881951651,-2.98363695947084
"TU16785","LOC111505802","G9470","nuclear hormone receptor HR96","refseq","XM_023160676.1","nuclear hormone receptor HR96","j",-2.2423901949525,-2.30574389617908
"TU14871","LOC111505056","G8371","mitochondrial carrier protein Rim2","refseq","XM_023159805.1","mitochondrial carrier protein Rim2","n",0.757541469390999,0.642957912113048
"TU14873","LOC111505057","G8372","GRIP and coiled-coil domain-containing protein 2","refseq","XM_023159806.1","GRIP and coiled-coil domain-containing protein 2","=",-0.932238322700862,-1.56422795089417
"TU34614","LOC111512677","G19806","fumarylacetoacetase","refseq","XM_023168823.1","fumarylacetoacetase","j",0.647232249045158,0.59632974348955
"TU2992","LOC111511876","G1608","short coiled-coil protein B-like","refseq","XM_023167893.1","short coiled-coil protein B-like, transcript variant X1","=",0.912138885767912,1.1707738317601
"TU6674","LOC111518307","G3694","mitochondrial import inner membrane translocase subunit Tim8","refseq","XM_023174725.1","mitochondrial import inner membrane translocase subunit Tim8","j",-0.802488030045585,-0.605558772863499
"TU4124","LOC111517240","G2267","G-protein coupled receptor 143-like","refseq","XM_023173318.1","G-protein coupled receptor 143-like","=",-1.89903666646047,-2.3771771122765
"TU4126","LOC111517242","G2269","sugar transporter SWEET1","refseq","XM_023173321.1","sugar transporter SWEET1, transcript variant X2","=",-0.916650836887552,-1.22494883093951
"TU4123","LOC111517198","G2266","innexin inx7-like","refseq","XM_023173268.1","innexin inx7-like","=",1.92319643310481,2.76823760092452
"TU20461","LOC111507205","G11474","uncharacterized LOC111507205","refseq","XM_023162491.1","uncharacterized LOC111507205","=",-2.29577330619326,-9.21179983358417
"TU20462","LOC111507204","G11474","uncharacterized LOC111507204","refseq","XM_023162490.1","uncharacterized LOC111507204","=",-5.55494475924927,-10.9439498514971
"TU5653","LOC111517882","G3119","protein dj-1beta-like","refseq","XM_023174163.1","protein dj-1beta-like","=",-1.76657742513078,-1.73924799592201
"TU32925","LOC111512061","G18802","uncharacterized LOC111512061","refseq","XM_023168152.1","uncharacterized LOC111512061","j",-1.93275292920048,-1.15107589703516
"TU39043","LOC111514389","G22581","gamma-interferon-inducible lysosomal thiol reductase-like","refseq","XM_023170625.1","gamma-interferon-inducible lysosomal thiol reductase-like","=",-5.31154385051152,-7.13697407919178
"TU31699","LOC111511556","G18024","BCL2/adenovirus E1B 19 kDa protein-interacting protein 3","refseq","XM_023167583.1","BCL2/adenovirus E1B 19 kDa protein-interacting protein 3","=",0.805145660339657,1.34745133097685
"TU31692","LOC111511549","G18019","polycomb protein EED-like","refseq","XM_023167576.1","polycomb protein EED-like","=",0.507898063617132,0.384051681978365
"TU3551","LOC111514683","G1935","uncharacterized LOC111514683","refseq","XR_002723416.1","uncharacterized LOC111514683, transcript variant X2","i",4.75369672167298,6.81904485479407
"TU3555","LOC111514683","G1935","uncharacterized LOC111514683","refseq","XR_002723416.1","uncharacterized LOC111514683, transcript variant X2","i",3.8007441663463,8.62618078730047
"TU3556","LOC111514699","G1935","uncharacterized LOC111514699","refseq","XR_002723419.1","uncharacterized LOC111514699","j",3.97790826624093,3.19802932062015
"TU44733","LOC111516791","G26549","uroporphyrinogen decarboxylase-like","refseq","XM_023172902.1","uroporphyrinogen decarboxylase-like","=",0.711973187181661,0.570033241193593
"TU8600","LOC111502567","G4790","cytochrome c oxidase subunit NDUFA4","refseq","XM_023156678.1","cytochrome c oxidase subunit NDUFA4","=",-1.2036243247339,-1.19513106697912
"TU38923","LOC111514341","G22513","uncharacterized LOC111514341","refseq","XR_002723346.1","uncharacterized LOC111514341, transcript variant X1","k",1.52828443536297,1.99102902170963
"TU37918","LOC111513944","G21871","cytochrome c oxidase subunit 7A","refseq","XM_023170169.1","cytochrome c oxidase subunit 7A, mitochondrial","=",-1.44224323049003,-1.55526288236882
"TU9951",NA,"G5585","* ---NA---","novel",NA,"---NA---","u",1.07248093553367,1.52525050136004
"TU39863","LOC111514730","G23109","selenoprotein M-like","refseq","XM_023170977.1","selenoprotein M-like","=",-0.533699510879391,-0.610047142879404
"TU38804","LOC111514293","G22443","phosphoenolpyruvate carboxykinase [GTP]-like","refseq","XM_023170528.1","phosphoenolpyruvate carboxykinase [GTP]-like, transcript variant X1","=",-1.96603241390415,-2.20422714064751
"TU11846","LOC111503820","G6608","uncharacterized LOC111503820","refseq","XM_023158237.1","uncharacterized LOC111503820, transcript variant X3","k",2.13481702589301,0.756011177107711
"TU11847","LOC111503820","G6608","uncharacterized LOC111503820","refseq","XM_023158235.1","uncharacterized LOC111503820, transcript variant X1","=",-4.00667090614955,-2.44403571425422
"TU11844","LOC111503820","G6608","uncharacterized LOC111503820","refseq","XM_023158236.1","uncharacterized LOC111503820, transcript variant X2","=",1.59894729208627,1.08553995541047
"TU11845","LOC111503820","G6608","uncharacterized LOC111503820","refseq","XM_023158239.1","uncharacterized LOC111503820, transcript variant X5","=",2.15152686388811,1.92107160644053
"TU41690","LOC111515491","G24338","sodium-coupled monocarboxylate transporter 2-like","refseq","XM_023171710.1","sodium-coupled monocarboxylate transporter 2-like","=",-4.03675664594236,-4.47357665942703
"TU41695","LOC111515495","G24342","dmX-like protein 2","refseq","XM_023171719.1","dmX-like protein 2","=",0.488005447711626,0.474533907691499
"TU42380","LOC111515774","G24812","fork head domain-containing protein crocodile","refseq","XM_023171977.1","fork head domain-containing protein crocodile","=",0.847870625592512,0.635272591755281
"TU13555","LOC111504568","G7644","surfeit locus protein 1","refseq","XM_023159158.1","surfeit locus protein 1","=",-0.671456037920757,-0.395160253140005
"TU4729","LOC111517488","G2623","maf-like protein Amet_2288","refseq","XM_023173662.1","maf-like protein Amet_2288","=",-0.97402831689742,-0.802275642836329
"TU206","LOC111507818","G111","BTB/POZ domain-containing protein 3-like","refseq","XM_023163289.1","BTB/POZ domain-containing protein 3-like, transcript variant X2","=",0.847416918941729,1.34937234560879
"TU15462","LOC111505305","G8730","cytochrome P450 4d2-like","refseq","XM_023160082.1","cytochrome P450 4d2-like","j",-4.42426329966155,-3.31989605100393
"TU43132",NA,"G25341","* mediator of RNA polymerase II transcription subunit 14-like","novel","XP_023028052","mediator of RNA polymerase II transcription subunit 14-like","u",0.646092747857047,0.636603960056915
"TU10163","LOC111503189","G5696","peptidoglycan-recognition protein LE-like","refseq","XM_023157432.1","peptidoglycan-recognition protein LE-like, transcript variant X2","=",0.897166185385705,1.28700246387442
"TU10160","LOC111503187","G5695","toll-like receptor 6","refseq","XM_023157429.1","toll-like receptor 6","=",0.987141981834051,1.36217718064061
"TU10165","LOC111503190","G5698","tyrosine-protein phosphatase non-receptor type 61F","refseq","XM_023157436.1","tyrosine-protein phosphatase non-receptor type 61F, transcript variant X3","=",-0.897363508099381,-1.04743737975615
"TU16389",NA,"G9224","* ---NA---","novel",NA,"---NA---","u",0.743384042854158,0.754364756363246
"TU3145","LOC111512583","G1695","multidrug resistance-associated protein 4-like","refseq","XM_023168731.1","multidrug resistance-associated protein 4-like, transcript variant X2","=",-12.4865674275527,-12.8532535316701
"TU34796","LOC111512756","G19921","cathepsin L-like proteinase","refseq","XM_023168905.1","cathepsin L-like proteinase","x",-3.75790943594832,-2.73460497406983
"TU34795","LOC111512756","G19921","cathepsin L-like proteinase","refseq","XM_023168905.1","cathepsin L-like proteinase","x",-4.7711661943651,-3.24172965912872
"TU34794","LOC111512756","G19921","cathepsin L-like proteinase","refseq","XM_023168905.1","cathepsin L-like proteinase","x",-2.53529465543723,-2.67806807777426
"TU34790","LOC111512753","G19918","cathepsin L-like proteinase","refseq","XM_023168901.1","cathepsin L-like proteinase","=",-6.67589438952735,-9.78879119351002
"TU34427","LOC111512613","G19690","signal peptidase complex subunit 3","refseq","XM_023168758.1","signal peptidase complex subunit 3","=",-0.472677069844213,-0.391349108263488
"TU3852","LOC111516050","G2111","facilitated trehalose transporter Tret1-like","refseq","XM_023172241.1","facilitated trehalose transporter Tret1-like","=",-1.39983117780746,-1.72040442989669
"TU9754","LOC111503015","G5455","uncharacterized LOC111503015","refseq","XM_023157211.1","uncharacterized LOC111503015, transcript variant X1","=",0.695403799061496,0.682723382166447
"TU1563","LOC111505184","G820","polygalacturonase-like","refseq","XM_023159958.1","polygalacturonase-like","=",-5.5797185572604,-9.74110611420927
"TU1564","LOC111505175","G821","polygalacturonase-like","refseq","XM_023159946.1","polygalacturonase-like","=",-9.89853644625759,-12.6371161552114
"TU1569","LOC111505184","G823","polygalacturonase-like","refseq","XM_023159958.1","polygalacturonase-like","i",-7.70778680251207,-6.69823413433695
"TU32063","LOC111511706","G18248","N-alpha-acetyltransferase 11","refseq","XR_002722961.1","N-alpha-acetyltransferase 11, transcript variant X2","=",0.593965408149872,0.863804306920819
"TU32067",NA,"G18250","* ---NA---","novel",NA,"---NA---","u",-1.11556057507371,-2.64445965084556
"TU32065","LOC111511707","G18249","golgin subfamily A member 6-like protein 22","refseq","XM_023167743.1","golgin subfamily A member 6-like protein 22","m",-1.31444350352171,-3.3111012298824
"TU45592","LOC111517136","G27182","E3 ubiquitin-protein ligase Su(dx)-like","refseq","XM_023173187.1","E3 ubiquitin-protein ligase Su(dx)-like","=",-0.36586259749187,-0.502932692375153
"TU45597","LOC111517140","G27186","pseudouridine-5'-phosphatase-like","refseq","XM_023173192.1","pseudouridine-5'-phosphatase-like, transcript variant X1","=",-0.915729095964161,-1.11522109232623
"TU32689","LOC111511980","G18659","integral membrane protein DGCR2/IDD-like","refseq","XM_023168063.1","integral membrane protein DGCR2/IDD-like","j",-2.89096866491944,-1.1595032518957
"TU2033","LOC111507302","G1092","elongation of very long chain fatty acids protein AAEL008004-like","refseq","XM_023162598.1","elongation of very long chain fatty acids protein AAEL008004-like, transcript variant X1","=",-2.01453462007377,-1.66976757926413
"TU2039","LOC111507350","G1097","farnesol dehydrogenase-like","refseq","XM_023162651.1","farnesol dehydrogenase-like","j",-2.06963554268519,-1.89803709885034
"TU44771",NA,"G26582","* hypothetical protein TcasGA2_TC031970","novel","KYB29405","hypothetical protein TcasGA2_TC031970","u",-1.49230074593725,-1.33553830324629
"TU30685","LOC111511173","G17407","5-formyltetrahydrofolate cyclo-ligase","refseq","XM_023167185.1","5-formyltetrahydrofolate cyclo-ligase","j",-1.07581923080541,-1.56803332372809
"TU4693",NA,"G2603","* uncharacterized protein LOC115879108","novel","XP_030751614","uncharacterized protein LOC115879108","r",-3.00322147609838,-3.40595084661312
"TU31081","LOC111511324","G17649","probable enoyl-CoA hydratase","refseq","XM_023167338.1","probable enoyl-CoA hydratase, mitochondrial","=",-0.826299795668317,-1.20003224628753
"TU31083","LOC111511330","G17651","facilitated trehalose transporter Tret1-like","refseq","XM_023167346.1","facilitated trehalose transporter Tret1-like","=",-2.26206933090499,-3.66666493500262
"TU37780","LOC111513883","G21776","venom carboxylesterase-6-like","refseq","XM_023170104.1","venom carboxylesterase-6-like","j",24.6591825089298,28.8354457763177
"TU24424","LOC111508745","G13755","isoleucine--tRNA ligase","refseq","XM_023164352.1","isoleucine--tRNA ligase, mitochondrial-like","=",0.668026202699856,0.488404034276754
"TU29912","LOC111510862","G16946","factor VIII intron 22 protein-like","refseq","XM_023166815.1","factor VIII intron 22 protein-like","=",0.604371923424387,0.835988329151183
"TU10980","LOC111503492","G6125","uncharacterized LOC111503492","refseq","XM_023157799.1","uncharacterized LOC111503492, transcript variant X3","j",28.03484130865,32.3013867471865
"TU28836","LOC111510414","G16304","succinate dehydrogenase cytochrome b560 subunit","refseq","XM_023166327.1","succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like","=",-0.907614846916944,-1.05785889720412
"TU15727",NA,"G8867","* PREDICTED: uncharacterized protein LOC109600543","novel","XP_019872262","PREDICTED: uncharacterized protein LOC109600543","r",1.03509268129776,1.01474336584779
"TU15720","LOC111505399","G8863","splicing factor U2AF 50 kDa subunit","refseq","XM_023160193.1","splicing factor U2AF 50 kDa subunit","=",-0.469322933914409,-0.542427461742702
"TU5449",NA,"G3022","* ---NA---","novel",NA,"---NA---","u",0.91170520726292,0.91947352266198
"TU3729","LOC111515501","G2034","putative serine protease F56F10.1","refseq","XM_023171727.1","putative serine protease F56F10.1","j",-4.16243193721065,-7.30980904840036
"TU14541","LOC111504931","G8181","bis(5'-adenosyl)-triphosphatase enpp4-like","refseq","XM_023159652.1","bis(5'-adenosyl)-triphosphatase enpp4-like","j",0.604884024405271,0.66777145687637
"TU35630","LOC111513071","G20439","uncharacterized LOC111513071","refseq","XR_002723158.1","uncharacterized LOC111513071","=",-1.10384555120321,-1.40157407663696
"TU33671","LOC111512333","G19257","apolipoprotein D-like","refseq","XM_023168444.1","apolipoprotein D-like","j",-2.68042165186959,-2.78221688422552
"TU33675","LOC111512336","G19261","isocitrate dehydrogenase [NAD] subunit gamma","refseq","XM_023168446.1","isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial-like","=",-0.921886602209455,-1.59963909850128
"TU32233",NA,"G18356","* DUF4817 domain-containing protein","novel","KAF0748518","DUF4817 domain-containing protein","u",-8.01203993338842,-21.8143238842942
"TU32236","LOC111511777","G18358","DNA (cytosine-5)-methyltransferase PliMCI-like","refseq","XM_023167801.1","DNA (cytosine-5)-methyltransferase PliMCI-like","k",1.3996377716991,1.25458077444914
"TU4721","LOC111517499","G2619","uncharacterized LOC111517499","refseq","XM_023173674.1","uncharacterized LOC111517499","x",0.772018586783057,1.42859905829617
"TU4726","LOC111517499","G2621","uncharacterized LOC111517499","refseq","XM_023173674.1","uncharacterized LOC111517499","j",-16.9323242804484,-21.9943898945371
"TU29329","LOC111510622","G16595","4-coumarate--CoA ligase 1-like","refseq","XM_023166545.1","4-coumarate--CoA ligase 1-like","j",0.873745150473894,2.2507814070294
"TU12076","LOC111503923","G6755","ATP-binding cassette sub-family F member 2","refseq","XM_023158359.1","ATP-binding cassette sub-family F member 2","=",1.43399074820034,0.971182054724115
"TU19623","LOC111506874","G11002","serrate RNA effector molecule homolog","refseq","XM_023162092.1","serrate RNA effector molecule homolog, transcript variant X2","=",-0.66296411347348,-0.962061728552928
"TU21797","LOC111507728","G12238","HIG1 domain family member 1A","refseq","XM_023163073.1","HIG1 domain family member 1A, mitochondrial-like","=",-0.719498634651916,-1.15707100609815
"TU44100","LOC111516510","G26073","platelet glycoprotein 4-like","refseq","XM_023172665.1","platelet glycoprotein 4-like","k",2.50377058156887,1.39635916132822
"TU21860","LOC111507755","G12280","pleckstrin homology domain-containing family G member 4B-like","refseq","XM_023163101.1","pleckstrin homology domain-containing family G member 4B-like","j",-16.9476248742567,-23.2965133940568
"TU11754","LOC111503787","G6550","uncharacterized LOC111503787","refseq","XM_023158191.1","uncharacterized LOC111503787","=",-4.1563915556666,-5.71678896456669
"TU42252","LOC111515720","G24727","GATA zinc finger domain-containing protein 14-like","refseq","XM_023171925.1","GATA zinc finger domain-containing protein 14-like","=",-0.803069812160583,-0.846421319345498
"TU34697",NA,"G19861","* ---NA---","novel",NA,"---NA---","u",1.39736926191014,0.932432488366292
"TU43618",NA,"G25700","* pyrroline-5-carboxylate reductase-like","novel","XP_023027179","pyrroline-5-carboxylate reductase-like","u",-2.64170921278845,-3.48180271030426
"TU18509","LOC111506440","G10393","transferrin","refseq","XM_023161502.1","transferrin","j",1.34714221034619,1.55770540049436
"TU7091","LOC111501941","G3940","CD63 antigen-like","refseq","XM_023155873.1","CD63 antigen-like","=",0.860469984599416,1.91239042148265
"TU41904","LOC111515588","G24493","2-oxoisovalerate dehydrogenase subunit beta","refseq","XM_023171803.1","2-oxoisovalerate dehydrogenase subunit beta, mitochondrial-like","=",-1.00762920345697,-1.79733757307988
"TU519","LOC111517659","G274","echinoderm microtubule-associated protein-like 2","refseq","XM_023173885.1","echinoderm microtubule-associated protein-like 2, transcript variant X3","=",-4.13924863967763,-2.87957908926183
"TU2687","LOC111510229","G1428","calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type","refseq","XM_023166159.1","calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type, transcript variant X5","=",-4.2682281076334,-1.90425238153974
"TU40543","LOC111515029","G23558","clavesin-1","refseq","XM_023171262.1","clavesin-1","=",-0.707155073499015,-0.661805626747368
"TU40544","LOC111515032","G23559","uncharacterized LOC111515032","refseq","XM_023171272.1","uncharacterized LOC111515032","=",-1.01307395002184,-1.72819950505374
"TU1652","LOC111505573","G869","uncharacterized LOC111505573","refseq","XM_023160408.1","uncharacterized LOC111505573, transcript variant X2","=",1.2283489090686,0.780216345378425
"TU43222","LOC111516133","G25403","uncharacterized LOC111516133","refseq","XM_023172313.1","uncharacterized LOC111516133","j",-4.81583458457363,-4.5395768351129
"TU43225","LOC111516133","G25403","uncharacterized LOC111516133","refseq","XM_023172313.1","uncharacterized LOC111516133","j",-6.2133935761746,-6.16696843786336
"TU43224","LOC111516133","G25403","uncharacterized LOC111516133","refseq","XM_023172313.1","uncharacterized LOC111516133","j",-5.45791231208466,-2.08533766876385
"TU25813","LOC111509256","G14543","UNC93-like protein","refseq","XM_023164969.1","UNC93-like protein, transcript variant X3","=",-0.839688896413501,-0.834937799421613
"TU38735",NA,"G22403","* 60 kDa lysophospholipase ","novel","KAG5894530","60 kDa lysophospholipase isoform X1","u",-1.21715268563221,-4.12744825119405
"TU32376","LOC111511841","G18458","zinc transporter 2-like","refseq","XM_023167863.1","zinc transporter 2-like","=",-0.798801516223916,-0.79048091463742
"TU32371","LOC111511838","G18454","acyl-CoA synthetase family member 2","refseq","XM_023167859.1","acyl-CoA synthetase family member 2, mitochondrial-like","j",-1.57354388652301,-2.62128109308519
"TU23913","LOC111508557","G13471","uncharacterized LOC111508557","refseq","XM_023164104.1","uncharacterized LOC111508557","j",1.58545931952173,1.49961825264894
"TU23912","LOC111508557","G13471","uncharacterized LOC111508557","refseq","XM_023164104.1","uncharacterized LOC111508557","j",1.37075413116837,2.00359912825707
"TU23914","LOC111508557","G13471","uncharacterized LOC111508557","refseq","XM_023164104.1","uncharacterized LOC111508557","j",1.05204348147445,2.24054071304656
"TU24330","LOC111508708","G13703","dnaJ homolog subfamily C member 7","refseq","XM_023164301.1","dnaJ homolog subfamily C member 7","j",0.612391681929091,0.962464950066793
"TU12605","LOC111504143","G7053","breast cancer anti-estrogen resistance protein 3","refseq","XM_023158639.1","breast cancer anti-estrogen resistance protein 3, transcript variant X2","i",-2.91703309158658,-2.88749534849423
"TU12607","LOC111504143","G7054","breast cancer anti-estrogen resistance protein 3","refseq","XM_023158639.1","breast cancer anti-estrogen resistance protein 3, transcript variant X2","i",-1.4528213712061,-2.94697236513934
"TU16980","LOC111505885","G9592","vacuolar protein sorting-associated protein VTA1 homolog","refseq","XM_023160777.1","vacuolar protein sorting-associated protein VTA1 homolog","=",0.571049511715678,0.477517726928332
"TU15950","LOC111505484","G8978","probable peroxisomal membrane protein PEX13","refseq","XM_023160301.1","probable peroxisomal membrane protein PEX13, transcript variant X2","=",-1.36859588389755,-1.4464192469382
"TU19189","LOC111506675","G10764","terminal uridylyltransferase Tailor-like","refseq","XM_023161819.1","terminal uridylyltransferase Tailor-like, transcript variant X1","k",0.713032127319363,0.615595876457006
"TU19454","LOC111506798","G10906","BLOC-1-related complex subunit 6","refseq","XM_023162001.1","BLOC-1-related complex subunit 6, transcript variant X1","k",-0.71834872037222,-0.702319922994079
"TU18587",NA,"G10444","* ---NA---","novel",NA,"---NA---","u",2.42735978713882,2.26668510681711
"TU42860","LOC111515977","G25136","zinc finger CCCH domain-containing protein 15 homolog","refseq","XM_023172169.1","zinc finger CCCH domain-containing protein 15 homolog","=",-1.02401818145187,-0.650978777214009
"TU6090","LOC111518062","G3363","homeodomain-interacting protein kinase 2-like","refseq","XM_023174399.1","homeodomain-interacting protein kinase 2-like, transcript variant X5","j",22.5582921714129,28.9169092927741
"TU6099","LOC111518063","G3368","uncharacterized LOC111518063","refseq","XR_002723907.1","uncharacterized LOC111518063, transcript variant X2","=",1.28970530389642,1.38237903902065
"TU19844","LOC111506965","G11142","uncharacterized LOC111506965","refseq","XR_002722327.1","uncharacterized LOC111506965, transcript variant X2","i",20.405308356991,6.51835951922769
"TU19842","LOC111506965","G11141","uncharacterized LOC111506965","refseq","XM_023162188.1","uncharacterized LOC111506965, transcript variant X1","=",1.2889696638722,1.51271749913022
"TU6533","LOC111518251","G3615","carcinine transporter","refseq","XM_023174647.1","carcinine transporter","c",1.64092329918977,3.0491657257956
"TU36526","LOC111513420","G20989","39S ribosomal protein L11","refseq","XM_023169626.1","39S ribosomal protein L11, mitochondrial","=",-0.517601453468079,-0.499766829600302
"TU9208","LOC111502817","G5137","diuretic hormone class 2","refseq","XM_023156981.1","diuretic hormone class 2, transcript variant X4","=",0.771110734982923,1.91618359289113
"TU5755","LOC111517926","G3176","uncharacterized LOC111517926","refseq","XM_023174227.1","uncharacterized LOC111517926, transcript variant X3","j",1.37326016776192,1.33567730586449
"TU2522","LOC111509392","G1352","trehalase-like","refseq","XM_023165148.1","trehalase-like, transcript variant X2","j",-24.4468561945456,-31.526031254212
"TU32605","LOC111511946","G18599","neuroendocrine convertase 2","refseq","XM_023168025.1","neuroendocrine convertase 2","=",0.889784239463232,1.53429860282185
