"qry_transcript_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code"
"TU33876",437.333910070755,1.22037955208999,0.819671515275241,0.00712101614381562,0.0407610332752442,NA,"G19374","* CUGBP Elav-like family member 1","novel","KAG5897635","CUGBP Elav-like family member 1","u"
"TU33878",533.449033987309,-1.98496878110394,1.24175000465454,0.00158524745519826,0.0120395275539699,"LOC111512408","G19376","luciferin 4-monooxygenase-like","refseq","XM_023168525.1","luciferin 4-monooxygenase-like","="
"TU42011",279.574115734367,-13.9402491864902,3.56235867714542,1.17572705105418e-05,0.000178172413256777,"LOC111515625","G24560","dynein assembly factor 5","refseq","XM_023171841.1","dynein assembly factor 5, axonemal","k"
"TU6298",51.3793779049295,-0.798616569253424,0.401219877056868,0.00662567360758536,0.0384477365470362,NA,"G3480","* leucine-rich melanocyte differentiation-associated protein-like","novel","XP_023011656","leucine-rich melanocyte differentiation-associated protein-like","u"
"TU34725",4286.02462988342,0.548661773048728,0.135796549588694,1.7210627952505e-05,0.000250547886464911,"LOC111512729","G19876","ufm1-specific protease 2-like","refseq","XM_023168879.1","ufm1-specific protease 2-like","="
"TU34722",2290.12216351878,-0.863666142073988,0.23692443592096,2.69145140875925e-05,0.000367778532690825,"LOC111512726","G19873","vesicle transport protein USE1","refseq","XM_023168876.1","vesicle transport protein USE1","j"
"TU34720",660.885281741038,-25.3990967130661,2.33871806085643,5.0169716468683e-28,3.27808927406375e-25,"LOC111512721","G19871","inter-alpha-trypsin inhibitor heavy chain H4-like","refseq","XM_023168872.1","inter-alpha-trypsin inhibitor heavy chain H4-like","j"
"TU43764",3127.36139237922,-0.647849136415065,0.284617169714726,0.00502139858641733,0.03087014429699,"LOC111516371","G25813","facilitated trehalose transporter Tret1-2 homolog","refseq","XM_023172540.1","facilitated trehalose transporter Tret1-2 homolog","j"
"TU43767",41.3707066607823,2.97560580139657,1.33389240350402,0.00014778803110016,0.00161397807726606,NA,"G25816","* SCAN domain-containing protein 3-like","novel","XP_022174139","SCAN domain-containing protein 3-like","u"
"TU37458",77.2606527211378,9.14349576526354,6.57387643571143,0.00120579377477973,0.00958474029733671,NA,"G21577","* kynurenine--oxoglutarate transaminase 3-like","novel","XP_023015012","kynurenine--oxoglutarate transaminase 3-like","u"
"TU37455",470.752243126483,-1.56173221072438,0.614234406212931,0.000330907835723403,0.00321163234692177,"LOC111513767","G21575","voltage-dependent T-type calcium channel subunit alpha-1G-like","refseq","XM_023169994.1","voltage-dependent T-type calcium channel subunit alpha-1G-like","="
"TU7650",19.4215960795253,-21.091089959917,3.87289683539507,1.99419058987349e-08,5.66523535401452e-07,"LOC111502181","G4254","integrator complex subunit 6","refseq","XM_023156189.1","integrator complex subunit 6","j"
"TU44416",4296.85546157598,1.25465059812282,0.40466986332851,0.000102111427383492,0.00117086177219725,"LOC111516649","G26312","hillarin-like","refseq","XM_023172793.1","hillarin-like","e"
"TU37404",365.536737931367,-1.08303533818077,0.69858513597199,0.00865570055942846,0.047573776928275,"LOC111513745","G21539","equilibrative nucleoside transporter 3-like","refseq","XM_023169969.1","equilibrative nucleoside transporter 3-like","k"
"TU37401",544.963607347083,-0.862915792658154,0.372651777348285,0.00238787418559517,0.0168643883213967,"LOC111513743","G21537","uncharacterized LOC111513743","refseq","XR_002723259.1","uncharacterized LOC111513743","="
"TU37408",2324.33674300314,3.58735518624174,0.686648729413184,1.46845717769646e-09,5.35529257622437e-08,"LOC111513748","G21540","cytochrome P450 6k1-like","refseq","XM_023169973.1","cytochrome P450 6k1-like","k"
"TU37409",1031.53554223473,-0.778460361406283,0.389849839774368,0.00689409103338339,0.0397172586146602,"LOC111513747","G21541","cytochrome P450 6k1-like","refseq","XM_023169972.1","cytochrome P450 6k1-like","k"
"TU35800",203.54095140653,-31.4062495487122,4.04286833169319,1.03560738578221e-15,1.26086807304987e-13,"LOC111513134","G20554","5'-nucleotidase domain-containing protein 1","refseq","XM_023169298.1","5'-nucleotidase domain-containing protein 1","y"
"TU35803",2006.84237895359,-0.703438155105633,0.203010541435737,8.97277294882279e-05,0.00104755387339383,"LOC111513134","G20555","5'-nucleotidase domain-containing protein 1","refseq","XM_023169298.1","5'-nucleotidase domain-containing protein 1","="
"TU35807",5318.58822188791,0.790456090864495,0.273011406739583,0.000500516489680586,0.00455589701914039,"LOC111513135","G20559","multiple inositol polyphosphate phosphatase 1","refseq","XM_023169301.1","multiple inositol polyphosphate phosphatase 1, transcript variant X2","="
"TU35808",4272.48956332698,1.33437613689766,0.300719512630605,5.21041387020874e-07,1.0830809404436e-05,"LOC111513135","G20559","multiple inositol polyphosphate phosphatase 1","refseq","XM_023169299.1","multiple inositol polyphosphate phosphatase 1, transcript variant X1","="
"TU20269",18.5401963572757,-22.6104752218852,4.04448963526245,7.68058325345554e-09,2.38786348825116e-07,"LOC111507144","G11384","NFX1-type zinc finger-containing protein 1-like","refseq","XM_023162405.1","NFX1-type zinc finger-containing protein 1-like","j"
"TU32632",3664.70388700312,1.4728778216186,0.607285693904655,0.000525735968097322,0.00474582862535803,"LOC111511954","G18622","probable serine/threonine-protein kinase DDB_G0282895","refseq","XM_023168034.1","probable serine/threonine-protein kinase DDB_G0282895","j"
"TU3399",16.0397542718497,-1.73533696005226,1.10119785892429,0.00235729708634041,0.0166878478884121,"LOC111513968","G1844","protein artichoke-like","refseq","XM_023170197.1","protein artichoke-like","o"
"TU3396",1443.6964486838,-14.9592380992989,4.90563059286454,7.05037005219813e-05,0.000850699102724991,"LOC111513968","G1844","protein artichoke-like","refseq","XM_023170197.1","protein artichoke-like","n"
"TU3397",4285.49742543902,-1.41818807027711,0.988410753268481,0.00523874086731919,0.0319209818095091,"LOC111513968","G1844","protein artichoke-like","refseq","XM_023170197.1","protein artichoke-like","m"
"TU3394",5668.35666884435,-0.360572385922545,0.139101235228319,0.00590161183673112,0.035071515908323,"LOC111513945","G1842","uncharacterized LOC111513945","refseq","XM_023170172.1","uncharacterized LOC111513945, transcript variant X1","="
"TU3393",3858.5328999041,-4.2729844526521,0.555263192528887,9.81806331703713e-17,1.42032234052075e-14,"LOC111513844","G1841","BICD family-like cargo adapter 1","refseq","XM_023170069.1","BICD family-like cargo adapter 1","k"
"TU3390",5029.95071136496,0.454987215798882,0.196171456552967,0.00909300071150864,0.0493264148185948,"LOC111513927","G1838","5'-3' exoribonuclease 1","refseq","XM_023170149.1","5'-3' exoribonuclease 1","c"
"TU3391",7236.33663051281,0.662460478472548,0.120506188914779,7.36493980604859e-09,2.29701750323253e-07,"LOC111513927","G1839","5'-3' exoribonuclease 1","refseq","XM_023170149.1","5'-3' exoribonuclease 1","j"
"TU30670",56.507717144524,1.74736955205841,1.05635084289643,0.00198812820132258,0.0144928557093065,NA,"G17397","* ---NA---","novel",NA,"---NA---","u"
"TU1729",16712.0458340921,0.945871656357098,0.263104490662319,2.74685947038886e-05,0.00037456653452913,"LOC111505975","G908","ecdysone-inducible protein E75","refseq","XM_023160901.1","ecdysone-inducible protein E75, transcript variant X2","="
"TU1722",419.966097264385,-3.63524410109594,1.39630673616123,3.90518181891399e-05,0.000508351941287693,"LOC111505907","G903","uncharacterized LOC111505907","refseq","XM_023160832.1","uncharacterized LOC111505907, transcript variant X4","="
"TU28369",53.8032163063778,1.58524642063276,0.544051472766155,0.000110013397351853,0.00124796447621009,NA,"G16018","* hypothetical protein C0J52_17930, partial","novel","PSN52843","hypothetical protein C0J52_17930, partial","u"
"TU35117",2012.89645095625,1.05123984647475,0.447769497861512,0.0014265393700893,0.0110220830636541,"LOC111512865","G20112","glutamate receptor ionotropic","refseq","XM_023169031.1","glutamate receptor ionotropic, kainate 2-like","="
"TU1895",7961.55274528182,-2.73323971389973,1.27433424469108,0.000219149231391918,0.00226711459241223,"LOC111506683","G1017","putative thiamine transporter SLC35F3","refseq","XR_002722293.1","putative thiamine transporter SLC35F3, transcript variant X10","j"
"TU1890",2335.3130230069,-3.56028238584437,1.28625217883118,2.56035076554395e-05,0.000352006295359944,"LOC111506678","G1014","protein disulfide-isomerase A3-like","refseq","XM_023161830.1","protein disulfide-isomerase A3-like","="
"TU25129",304.07752794401,1.43907113264322,0.411112648380062,1.99382709206826e-05,0.000284654032474304,NA,"G14138","* mariner transposase","novel","VVC40054","mariner transposase","u"
"TU30094",8998.34820150247,0.928996206991285,0.410420437838379,0.0023477300851805,0.0166432201524426,"LOC111510923","G17048","D-beta-hydroxybutyrate dehydrogenase","refseq","XM_023166900.1","D-beta-hydroxybutyrate dehydrogenase, mitochondrial","j"
"TU28534",24.3025481362786,-0.74680287005152,0.379450586388144,0.00808946155541026,0.0450956239867074,"LOC111510284","G16121","probable aconitate hydratase","refseq","XM_023166191.1","probable aconitate hydratase, mitochondrial, transcript variant X1","i"
"TU35484",1009.13112576283,1.24737855698707,0.345884515163046,1.73663719448009e-05,0.000252627549433756,"LOC111513019","G20345","neuronal calcium sensor 2","refseq","XM_023169179.1","neuronal calcium sensor 2","j"
"TU28535",34258.2279482723,-1.23800173689087,0.265137568800599,1.91297913806461e-07,4.33756125671979e-06,"LOC111510284","G16122","probable aconitate hydratase","refseq","XM_023166192.1","probable aconitate hydratase, mitochondrial, transcript variant X2","="
"TU35489",263.036636540417,-0.634502716800051,0.297349823204989,0.00760691303712848,0.0429157315739797,"LOC111513020","G20350","von Willebrand factor A domain-containing protein DDB_G0292740-like","refseq","XM_023169181.1","von Willebrand factor A domain-containing protein DDB_G0292740-like","j"
"TU9173",2460.23806195818,-3.44304275742733,0.632801721538346,4.96759567539947e-10,2.01604162379255e-08,"LOC111502811","G5125","uncharacterized LOC111502811","refseq","XR_002721791.1","uncharacterized LOC111502811, transcript variant X2","k"
"TU9179",268.710275832905,-2.1632598381225,0.910001480519587,0.000219284766085661,0.00226711459241223,"LOC111502810","G5125","uncharacterized LOC111502810","refseq","XR_002721786.1","uncharacterized LOC111502810, transcript variant X1","="
"TU8788",18.6859665763611,4.98280237736093,3.33198876090812,0.00062172806035319,0.0054699791019045,"LOC111502650","G4917","kynurenine--oxoglutarate transaminase 3-like","refseq","XM_023156775.1","kynurenine--oxoglutarate transaminase 3-like","i"
"TU22955",67.630905338573,-29.0974424447352,4.04291702725641,1.06396781068901e-13,9.22827301996727e-12,"LOC111508174","G12919","uncharacterized LOC111508174","refseq","XR_002722494.1","uncharacterized LOC111508174, transcript variant X2","k"
"TU26704",4694.95489571699,-2.10896068873027,0.663742248798973,2.35145087475582e-05,0.000328065053715044,"LOC111509623","G15066","cytochrome P450 9e2-like","refseq","XM_023165394.1","cytochrome P450 9e2-like, transcript variant X1","="
"TU26703",6413.89560541254,-2.57421179227989,0.696149492359039,2.44091778859221e-06,4.36161080145711e-05,"LOC111509623","G15066","cytochrome P450 9e2-like","refseq","XM_023165395.1","cytochrome P450 9e2-like, transcript variant X2","="
"TU26702",377.081977148989,-6.02476162616086,1.31824282935942,5.50950800859776e-08,1.40530092367642e-06,"LOC111509623","G15065","cytochrome P450 9e2-like","refseq","XM_023165395.1","cytochrome P450 9e2-like, transcript variant X2","i"
"TU27250",494.873317556941,-4.64399742973945,1.91475799121858,5.28119577014564e-05,0.000662328851480453,"LOC111509819","G15383","larval cuticle protein LCP-30-like","refseq","XM_023165650.1","larval cuticle protein LCP-30-like","="
"TU27257",12.7566624634134,-24.8939984080763,4.04360434025305,2.04278752724486e-10,9.06481252702723e-09,"LOC111509829","G15388","hemicentin-1-like","refseq","XM_023165660.1","hemicentin-1-like","c"
"TU20701",971.168660472447,-6.57215200117822,1.37099943946115,3.42411037066567e-08,9.219699379916e-07,"LOC111507306","G11624","venom carboxylesterase-6-like","refseq","XM_023162599.1","venom carboxylesterase-6-like","="
"TU20700",1610.22246284827,-7.44563492635875,1.17664290732706,2.61335816022496e-11,1.42099990726019e-09,"LOC111507304","G11623","venom carboxylesterase-6-like","refseq","XM_023162596.1","venom carboxylesterase-6-like","="
"TU20702",1059.79435168713,1.4264682159158,0.3931091919903,1.27448870538659e-05,0.000191070956810615,"LOC111507305","G11625","neprilysin-2-like","refseq","XM_023162597.1","neprilysin-2-like","="
"TU36320",97.1131215098446,1.07391592935368,0.2692801420222,4.60381716413667e-06,7.64779864842432e-05,"LOC111513350","G20868","uncharacterized LOC111513350","refseq","XM_023169551.1","uncharacterized LOC111513350","c"
"TU10958",3589.17103561752,34.039548984105,3.98563859215331,1.23103194489522e-18,2.43744325089254e-16,"LOC111503492","G6125","uncharacterized LOC111503492","refseq","XM_023157799.1","uncharacterized LOC111503492, transcript variant X3","j"
"TU24288",1574.36785666118,-10.3228551705113,2.80811536875193,1.28768126473266e-05,0.000192680367567096,"LOC111508686","G13678","cytochrome P450 6k1-like","refseq","XM_023164275.1","cytochrome P450 6k1-like","j"
"TU24289",3318.30665252066,2.65061163643891,1.54994528363966,0.000631322969655243,0.00554473282442047,"LOC111508686","G13678","cytochrome P450 6k1-like","refseq","XM_023164275.1","cytochrome P450 6k1-like","j"
"TU13798",1257.4532070544,-0.721833927377038,0.18103678946834,1.02837329950803e-05,0.000157979415493389,"LOC111504646","G7759","28S ribosomal protein S28","refseq","XM_023159311.1","28S ribosomal protein S28, mitochondrial","="
"TU38438",4665.47776363376,0.802078317149108,0.348908637205553,0.00293478877626288,0.0199645079272271,"LOC111514157","G22203","glutamate receptor ionotropic","refseq","XM_023170394.1","glutamate receptor ionotropic, kainate 2-like","="
"TU38439",71.1699173659287,11.7526714469274,6.14873202462757,0.0004532127236844,0.00418064743984076,"LOC111514157","G22203","glutamate receptor ionotropic","refseq","XM_023170394.1","glutamate receptor ionotropic, kainate 2-like","k"
"TU15821",7205.89106168386,-1.47531584046347,0.942001115279147,0.00371724782704205,0.0242359859988952,NA,"G8918","* cytochrome c oxidase subunit 7A1, mitochondrial","novel","KAG5882118","cytochrome c oxidase subunit 7A1, mitochondrial","u"
"TU12441",1027.65980291599,-0.524942640833488,0.133993588333068,3.18612425524533e-05,0.000425383084743104,"LOC111504072","G6952","transmembrane protein 186","refseq","XM_023158558.1","transmembrane protein 186, transcript variant X1","="
"TU15796",9955.83250298265,1.65639759195168,0.336483713688963,3.5997568525879e-08,9.60033113257524e-07,"LOC111505421","G8904","pericentriolar material 1 protein","refseq","XM_023160219.1","pericentriolar material 1 protein, transcript variant X1","="
"TU15797",5606.39100643738,1.70762898541879,0.270279031078964,1.20824364017792e-11,7.06984830888582e-10,"LOC111505421","G8904","pericentriolar material 1 protein","refseq","XM_023160222.1","pericentriolar material 1 protein, transcript variant X4","="
"TU15794",23832.0787525954,1.86582415937752,0.490937271725947,3.58927846052041e-06,6.12599359017163e-05,"LOC111505421","G8904","pericentriolar material 1 protein","refseq","XM_023160220.1","pericentriolar material 1 protein, transcript variant X2","j"
"TU15795",13754.2150933695,1.68664213351963,0.354305155355849,7.56273572685434e-08,1.85654033459986e-06,"LOC111505421","G8904","pericentriolar material 1 protein","refseq","XM_023160220.1","pericentriolar material 1 protein, transcript variant X2","="
"TU15792",832.048415462267,-0.865423847880069,0.311160938858549,0.000591597818906392,0.00524491200642384,"LOC111505435","G8902","protein timeless homolog","refseq","XM_023160238.1","protein timeless homolog","j"
"TU15798",7166.89761876515,1.89547448928425,0.290893628428619,2.32601431181626e-12,1.56413490704022e-10,"LOC111505421","G8904","pericentriolar material 1 protein","refseq","XM_023160221.1","pericentriolar material 1 protein, transcript variant X3","="
"TU15799",8007.34985136952,1.73108165553639,0.357453184056506,4.74003570544987e-08,1.22175121496684e-06,"LOC111505421","G8904","pericentriolar material 1 protein","refseq","XM_023160220.1","pericentriolar material 1 protein, transcript variant X2","j"
"TU21560",27394.6164063381,3.453070486835,0.747060107761705,3.05122915061415e-08,8.28970115181407e-07,"LOC111507616","G12099","senecionine N-oxygenase-like","refseq","XM_023162959.1","senecionine N-oxygenase-like","="
"TU114",1119.12725732536,-0.844287964389622,0.277343739774943,0.000261444963062142,0.00262745150778985,"LOC111503246","G61","probable 4-coumarate--CoA ligase 1","refseq","XM_023157545.1","probable 4-coumarate--CoA ligase 1","k"
"TU5251",7676.72408005116,1.27914071785549,0.183389602397399,2.40582405775213e-13,1.91314252251754e-11,"LOC111517746","G2916","uncharacterized LOC111517746","refseq","XM_023174004.1","uncharacterized LOC111517746","j"
"TU5250",397.806626473557,0.969709876301458,0.41170488678343,0.00166267630445353,0.0125160449001145,"LOC111517745","G2915","uncharacterized LOC111517745","refseq","XM_023174003.1","uncharacterized LOC111517745","o"
"TU5252",141.189660733089,-1.91039245011421,0.58782184653391,2.3848793473706e-05,0.000331784279397861,"LOC111517735","G2917","uncharacterized LOC111517735","refseq","XM_023173987.1","uncharacterized LOC111517735","="
"TU11235",2027.72822144816,1.5468232962183,0.820134833828623,0.00170387727714407,0.0127795685427886,"LOC111503569","G6263","nucleoprotein TPR","refseq","XM_023157912.1","nucleoprotein TPR","j"
"TU11234",1627.76462758372,1.4006041756351,0.830566914564999,0.0033848997151857,0.0224347605129569,"LOC111503569","G6263","nucleoprotein TPR","refseq","XM_023157912.1","nucleoprotein TPR","j"
"TU11493",224.47433023479,-1.31314805674511,1.07812243054004,0.00904584371060985,0.0491454069887401,"LOC111503692","G6413","eukaryotic translation initiation factor 5B-like","refseq","XM_023158057.1","eukaryotic translation initiation factor 5B-like, transcript variant X4","j"
"TU28571",1632.88369143938,0.716366078530818,0.169503398623631,3.696047242692e-06,6.2836008717475e-05,"LOC111510301","G16147","guanine nucleotide-binding protein subunit beta-5a","refseq","XM_023166210.1","guanine nucleotide-binding protein subunit beta-5a","="
"TU45219",2404.89205046483,-1.46127009554033,0.678952616655467,0.00107211103412696,0.00869128225432455,"LOC111517040","G26932","glucose dehydrogenase [FAD","refseq","XM_023173095.1","glucose dehydrogenase [FAD, quinone]-like","="
"TU14043",97.129868566416,-20.4776220593984,3.01267931916452,4.57840981410753e-12,2.89970885867967e-10,"LOC111504736","G7910","cilia- and flagella-associated protein 61-like","refseq","XM_023159415.1","cilia- and flagella-associated protein 61-like","j"
"TU40191",3682.95881332881,-0.544072381098241,0.175826142293935,0.000640541998347532,0.00561408640805201,"LOC111514872","G23330","uncharacterized LOC111514872","refseq","XR_002723444.1","uncharacterized LOC111514872","="
"TU13899",3408.48349041779,0.863106183379325,0.46904680624188,0.0080090384291201,0.0447465216723991,"LOC111504672","G7825","titin","refseq","XM_023159342.1","titin, transcript variant X1","="
"TU13891",327.156678807877,-2.25208126518702,0.914168838455457,0.000158626865076107,0.00171128442995149,"LOC111504662","G7818","putative defense protein Hdd11","refseq","XM_023159330.1","putative defense protein Hdd11","="
"TU13897",4874.8502395192,-0.362911370227183,0.12820727027721,0.00287964021176534,0.0196952921950538,"LOC111504670","G7823","ubiquitin-like-conjugating enzyme ATG3","refseq","XM_023159338.1","ubiquitin-like-conjugating enzyme ATG3","j"
"TU13896",131.646661816848,-30.3477000870306,4.04280766598883,9.0263281371334e-15,9.51258516903703e-13,"LOC111504669","G7822","gastrula zinc finger protein XlCGF57.1-like","refseq","XM_023159337.1","gastrula zinc finger protein XlCGF57.1-like","j"
"TU34082",28.5792901238117,0.917077557423524,0.379482815040191,0.00157580653634081,0.0119747545757034,"LOC111512490","G19486","tRNA modification GTPase GTPBP3","refseq","XM_023168625.1","tRNA modification GTPase GTPBP3, mitochondrial, transcript variant X2","i"
"TU34081",279.68967310689,0.903385424958707,0.518746162837976,0.00903095749395228,0.0490849379721205,"LOC111512491","G19485","zinc finger protein 182-like","refseq","XM_023168626.1","zinc finger protein 182-like","j"
"TU34087",1159.14205749473,0.326906952520199,0.129366963930943,0.00779346659723311,0.0437792039658872,"LOC111512488","G19490","synaptic vesicle membrane protein VAT-1 homolog","refseq","XM_023168622.1","synaptic vesicle membrane protein VAT-1 homolog","e"
"TU34084",2545.99869153422,-0.741433403904941,0.363980296789075,0.00693251644144758,0.0399034465673926,"LOC111512486","G19487","eukaryotic translation initiation factor 5A","refseq","XM_023168618.1","eukaryotic translation initiation factor 5A, transcript variant X2","="
"TU41241",4636.70127669957,0.833681579768703,0.341715243716538,0.00181216549919334,0.0134502340458871,"LOC111515309","G24025","CD151 antigen-like","refseq","XM_023171544.1","CD151 antigen-like, transcript variant X1","="
"TU41240",5559.42794750059,0.409919409925775,0.162774841889489,0.00622698010233381,0.0365945927045263,"LOC111515308","G24024","ADP-ribosylation factor GTPase-activating protein 2-like","refseq","XM_023171543.1","ADP-ribosylation factor GTPase-activating protein 2-like","j"
"TU35689",15.5624373542085,-5.77358195792192,3.43714815387928,0.000411820110212798,0.00384954592293336,NA,"G20483","* methyltransferase-like protein 22","novel","KAG5882221","methyltransferase-like protein 22","u"
"TU34557",896.397311096339,-1.34428043548486,0.381888396380177,2.1125336372516e-05,0.000299420711188763,"LOC111512655","G19772","transcriptional repressor p66-beta","refseq","XM_023168800.1","transcriptional repressor p66-beta","j"
"TU34556",10522.4506144711,-0.812970018279006,0.290035079562725,0.0006334202617188,0.00556161432036368,"LOC111512658","G19771","uncharacterized LOC111512658","refseq","XM_023168803.1","uncharacterized LOC111512658","k"
"TU34553",19240.1006037837,-1.24827893963711,0.334651761204345,1.08313741835619e-05,0.000165742854602795,"LOC111512653","G19768","uncharacterized LOC111512653","refseq","XR_002723100.1","uncharacterized LOC111512653","j"
"TU34558",582.50178922085,-1.323044494912,0.418128555771351,7.46979716344835e-05,0.000893367687601675,"LOC111512655","G19773","transcriptional repressor p66-beta","refseq","XM_023168800.1","transcriptional repressor p66-beta","j"
"TU33687",1497.65352527766,-1.00617977031039,0.424431509991061,0.00147192499907863,0.0113104683514097,"LOC111512340","G19269","uncharacterized LOC111512340","refseq","XM_023168448.1","uncharacterized LOC111512340","="
"TU42603",600.868899367683,-0.647368151313631,0.229056069473678,0.00101424672402515,0.00830115418970399,"LOC111515866","G24965","cholinephosphotransferase 1-like","refseq","XM_023172067.1","cholinephosphotransferase 1-like","="
"TU6482",23731.8224909653,-0.796594575357635,0.186203604192425,2.19072947603168e-06,3.96272199266944e-05,"LOC111518233","G3589","eukaryotic translation initiation factor 4B-like","refseq","XM_023174626.1","eukaryotic translation initiation factor 4B-like, transcript variant X2","="
"TU9373",614.102295766637,-24.6082359245699,2.81113324926022,6.1705429526374e-19,1.32871791913871e-16,"LOC111502861","G5256","biogenesis of lysosome-related organelles complex 1 subunit 3","refseq","XM_023157025.1","biogenesis of lysosome-related organelles complex 1 subunit 3","j"
"TU1141",318.266010668386,1.82680410981012,0.414019079932634,3.03635322428344e-07,6.63899563886269e-06,"LOC111503211","G576","transient-receptor-potential-like protein","refseq","XM_023157464.1","transient-receptor-potential-like protein","j"
"TU29416",5889.83660428479,-0.927641978712377,0.199429852354601,2.71168800354165e-07,5.98249952115065e-06,"LOC111510661","G16649","corepressor interacting with RBPJ 1-like","refseq","XM_023166590.1","corepressor interacting with RBPJ 1-like","k"
"TU4644",8597.23789053167,0.280669051487433,0.108406723846333,0.00728927829060963,0.0414939547125105,"LOC111517465","G2579","protein LSM12 homolog","refseq","XM_023173633.1","protein LSM12 homolog","="
"TU2499",119.583126990689,1.06193565949769,0.401410167033699,0.000592912356528087,0.00525537780360098,NA,"G1346","* ---NA---","novel",NA,"---NA---","u"
"TU2493",7640.70220038419,-1.72986567255798,0.507006465068226,1.78146844148028e-05,0.000258382126451324,"LOC111509340","G1343","5-aminolevulinate synthase","refseq","XM_023165066.1","5-aminolevulinate synthase, nonspecific, mitochondrial-like","j"
"TU2490",704.237756364944,-0.877401649873768,0.468707615993451,0.00717143184869817,0.0409566970933456,"LOC111509340","G1342","5-aminolevulinate synthase","refseq","XM_023165066.1","5-aminolevulinate synthase, nonspecific, mitochondrial-like","j"
"TU20545",4123.5515682365,-1.25000829869542,0.263173424059328,1.29172357016655e-07,3.03870182298935e-06,"LOC111507240","G11527","striatin-3","refseq","XM_023162527.1","striatin-3","="
"TU20544",1509.34788173067,-0.401593590490793,0.0939464086258338,1.08863365001303e-05,0.000166453953257063,"LOC111507239","G11526","barrier-to-autointegration factor","refseq","XM_023162526.1","barrier-to-autointegration factor","="
"TU20543",3384.12838611652,-1.46630559959427,0.44689632888547,4.09559118325122e-05,0.000530788617349358,"LOC111507238","G11525","uncharacterized LOC111507238","refseq","XM_023162524.1","uncharacterized LOC111507238","="
"TU20540",55837.5350743263,-0.431960921643206,0.179951321657861,0.00796846995282127,0.0445834017454553,"LOC111507236","G11522","putative ATP-dependent RNA helicase me31b","refseq","XM_023162522.1","putative ATP-dependent RNA helicase me31b","="
"TU5116",583.832409859295,-3.17480262462188,0.674588890183342,2.38086548400457e-08,6.63393393282979e-07,"LOC111517694","G2852","b(0","refseq","XM_023173915.1","b(0,+)-type amino acid transporter 1-like, transcript variant X2","="
"TU2725",161.621087915676,1.23299237938576,0.672595387358843,0.00347799048127857,0.0229358738198454,"LOC111510442","G1451","uncharacterized LOC111510442","refseq","XM_023166371.1","uncharacterized LOC111510442","e"
"TU2727",3570.73344421608,0.54651956841888,0.235080174976969,0.0063704038704539,0.0372934543905878,"LOC111510453","G1452","annexin B9","refseq","XM_023166380.1","annexin B9, transcript variant X1","x"
"TU2729",22073.0188848985,1.23700738464479,0.297922026984588,1.9723175178416e-06,3.60478955568587e-05,"LOC111510453","G1453","annexin B9","refseq","XM_023166380.1","annexin B9, transcript variant X1","j"
"TU5119",1958.36942394687,0.414370799728193,0.158956195196343,0.00477417260612036,0.0296056094353595,"LOC111517696","G2853","ubiquitin-like protein 7","refseq","XM_023173916.1","ubiquitin-like protein 7","j"
"TU31460",2658.87974985672,1.11400129952211,0.301769753152972,1.46667941157551e-05,0.000216816363693085,"LOC111511467","G17877","aspartic proteinase A3-like","refseq","XM_023167479.1","aspartic proteinase A3-like","j"
"TU39652",719.727000586296,1.61655458192377,1.06503148958879,0.00317667743458952,0.0213068369795804,"LOC111514642","G22966","cullin-1","refseq","XM_023170896.1","cullin-1, transcript variant X2","j"
"TU39655",554.759504540706,-0.554090979766161,0.152089577546075,8.4468590436602e-05,0.000995044056333096,"LOC111514645","G22969","uncharacterized LOC111514645","refseq","XM_023170900.1","uncharacterized LOC111514645","e"
"TU39772",266.950433724806,-1.49328634158727,0.501510947206213,0.00010453448246786,0.00119306254750218,"LOC111514687","G23045","uncharacterized LOC111514687","refseq","XM_023170937.1","uncharacterized LOC111514687","="
"TU32847",107.352654626271,1.12178051105795,0.412759074515645,0.000426586709474601,0.00396865338354111,NA,"G18758","* hypothetical protein JTB14_037312","novel","KAG5875635","hypothetical protein JTB14_037312","u"
"TU39771",176.42634979513,-0.932220927542556,0.524557775470624,0.007768212159126,0.0436498479986206,"LOC111514686","G23044","uncharacterized LOC111514686","refseq","XM_023170936.1","uncharacterized LOC111514686","="
"TU31793",1044.92496101591,-2.67176500051367,1.34512957712599,0.000334452593782245,0.00323910066369544,"LOC111511587","G18081","uncharacterized LOC111511587","refseq","XR_002722948.1","uncharacterized LOC111511587","j"
"TU31795",21.1136253652773,-1.2708893868646,0.915521394293813,0.00760887805733117,0.0429206410589369,"LOC111511589","G18082","cytochrome P450 4C1-like","refseq","XM_023167615.1","cytochrome P450 4C1-like","e"
"TU22774",347.285071276203,-1.10268815635542,0.595868646214426,0.00442770393131991,0.0279432879786648,"LOC111508082","G12809","uncharacterized LOC111508082","refseq","XR_002722478.1","uncharacterized LOC111508082","j"
"TU22771",1217.38926868032,-1.15533195681944,0.555265544210662,0.00230145172467382,0.0163512347615282,"LOC111508084","G12807","uncharacterized LOC111508084","refseq","XR_002722480.1","uncharacterized LOC111508084","="
"TU3454",2385.1915798608,-1.9587925455665,0.577806677299637,1.39826770074171e-05,0.000207485567524141,"LOC111514311","G1879","innexin inx2-like","refseq","XM_023170549.1","innexin inx2-like","j"
